ID,Material_transformation_id,Type,Quantity,Condition,Unit
38203,4772,UV-Vis,,Illuminated area condition,M2
38204,4773,Slurry,0.07,Reactor condition,L
38205,4773,Powder(Suspended),0.15,Catalyst set up condition,GM
38206,4773,Xenon(Xe),1400.00,Lamp power condition,W
38207,4773,Xenon(Xe),589.00,Lamp irradiance condition,W-PER-M2
38208,4773,,100.00,Temperature condition,DEG_C
38209,4773,,1.00,Preasure condition,BAR
38210,4773,,,Space velocity condition,PER-HR
38211,4773,,,Reaction time condition,HR
38212,4773,Gas,,Reaction medium condition,PH
38213,4773,Visible,400-780,Wavelength condition,NanoM
38214,4773,Visible,,Illuminated area condition,M2
38215,4774,Slurry,0.07,Reactor condition,L
38216,4774,Powder(Suspended),0.15,Catalyst set up condition,GM
38217,4774,Xenon(Xe),1400.00,Lamp power condition,W
38218,4774,Xenon(Xe),589.00,Lamp irradiance condition,W-PER-M2
38219,4774,,100.00,Temperature condition,DEG_C
38220,4774,,1.00,Preasure condition,BAR
38221,4774,,,Space velocity condition,PER-HR
38222,4774,,,Reaction time condition,HR
38223,4774,Gas,,Reaction medium condition,PH
38224,4774,Visible,400-780,Wavelength condition,NanoM
38225,4774,Visible,,Illuminated area condition,M2
38226,4775,Slurry,0.07,Reactor condition,L
38227,4775,Powder(Suspended),0.15,Catalyst set up condition,GM
38228,4775,Xenon(Xe),1400.00,Lamp power condition,W
38229,4775,Xenon(Xe),589.00,Lamp irradiance condition,W-PER-M2
38230,4775,,100.00,Temperature condition,DEG_C
38231,4775,,1.00,Preasure condition,BAR
38232,4775,,,Space velocity condition,PER-HR
38233,4775,,,Reaction time condition,HR
38234,4775,Gas,,Reaction medium condition,PH
38235,4775,Visible,400-780,Wavelength condition,NanoM
38236,4775,Visible,,Illuminated area condition,M2
38237,4776,Slurry,0.07,Reactor condition,L
38238,4776,Powder(Suspended),0.15,Catalyst set up condition,GM
38239,4776,Xenon(Xe),1400.00,Lamp power condition,W
38240,4776,Xenon(Xe),589.00,Lamp irradiance condition,W-PER-M2
38241,4776,,100.00,Temperature condition,DEG_C
38242,4776,,1.00,Preasure condition,BAR
38243,4776,,,Space velocity condition,PER-HR
38244,4776,,,Reaction time condition,HR
38245,4776,Gas,,Reaction medium condition,PH
38246,4776,Visible,400-780,Wavelength condition,NanoM
38247,4776,Visible,,Illuminated area condition,M2
38248,4777,Slurry,0.07,Reactor condition,L
38249,4777,Powder(Suspended),0.15,Catalyst set up condition,GM
38250,4777,Xenon(Xe),1400.00,Lamp power condition,W
38251,4777,Xenon(Xe),589.00,Lamp irradiance condition,W-PER-M2
38252,4777,,100.00,Temperature condition,DEG_C
38253,4777,,1.00,Preasure condition,BAR
38254,4777,,,Space velocity condition,PER-HR
38255,4777,,,Reaction time condition,HR
38256,4777,Gas,,Reaction medium condition,PH
38257,4777,Visible,400-780,Wavelength condition,NanoM
38258,4777,Visible,,Illuminated area condition,M2
38259,4778,Slurry,0.07,Reactor condition,L
38260,4778,Powder(Suspended),0.15,Catalyst set up condition,GM
38261,4778,Xenon(Xe),1400.00,Lamp power condition,W
38262,4778,Xenon(Xe),589.00,Lamp irradiance condition,W-PER-M2
38263,4778,,100.00,Temperature condition,DEG_C
38264,4778,,1.00,Preasure condition,BAR
38265,4778,,,Space velocity condition,PER-HR
38266,4778,,,Reaction time condition,HR
38267,4778,Gas,,Reaction medium condition,PH
38268,4778,Visible,400-780,Wavelength condition,NanoM
38269,4778,Visible,,Illuminated area condition,M2
38270,4779,Slurry,0.07,Reactor condition,L
38271,4779,Powder(Suspended),0.15,Catalyst set up condition,GM
38272,4779,Xenon(Xe),1400.00,Lamp power condition,W
38273,4779,Xenon(Xe),589.00,Lamp irradiance condition,W-PER-M2
38274,4779,,25.00,Temperature condition,DEG_C
38275,4779,,1.00,Preasure condition,BAR
38276,4779,,,Space velocity condition,PER-HR
38277,4779,,,Reaction time condition,HR
38278,4779,Gas,,Reaction medium condition,PH
38279,4779,Visible,400-780,Wavelength condition,NanoM
38280,4779,Visible,,Illuminated area condition,M2
38281,4780,Slurry,0.07,Reactor condition,L
38282,4780,Powder(Suspended),0.15,Catalyst set up condition,GM
38283,4780,Xenon(Xe),1400.00,Lamp power condition,W
38284,4780,Xenon(Xe),589.00,Lamp irradiance condition,W-PER-M2
38285,4780,,100.00,Temperature condition,DEG_C
38286,4780,,1.00,Preasure condition,BAR
38287,4780,,,Space velocity condition,PER-HR
38288,4780,,,Reaction time condition,HR
38289,4780,Gas,,Reaction medium condition,PH
38290,4780,Visible,400-780,Wavelength condition,NanoM
38291,4780,Visible,,Illuminated area condition,M2
38292,4781,Slurry,0.07,Reactor condition,L
38293,4781,Powder(Suspended),0.15,Catalyst set up condition,GM
38294,4781,Xenon(Xe),1400.00,Lamp power condition,W
38295,4781,Xenon(Xe),589.00,Lamp irradiance condition,W-PER-M2
38296,4781,,25.00,Temperature condition,DEG_C
38297,4781,,1.00,Preasure condition,BAR
38298,4781,,,Space velocity condition,PER-HR
38299,4781,,,Reaction time condition,HR
38300,4781,Gas,,Reaction medium condition,PH
38301,4781,Visible,400-780,Wavelength condition,NanoM
38302,4781,Visible,,Illuminated area condition,M2
38303,4782,Slurry,0.07,Reactor condition,L
38304,4782,Powder(Suspended),0.15,Catalyst set up condition,GM
38305,4782,Xenon(Xe),1400.00,Lamp power condition,W
38306,4782,Xenon(Xe),589.00,Lamp irradiance condition,W-PER-M2
38307,4782,,100.00,Temperature condition,DEG_C
38308,4782,,1.00,Preasure condition,BAR
38309,4782,,,Space velocity condition,PER-HR
38310,4782,,,Reaction time condition,HR
38311,4782,Gas,,Reaction medium condition,PH
38312,4782,Visible,400-780,Wavelength condition,NanoM
38313,4782,Visible,,Illuminated area condition,M2
38314,4783,Slurry,0.07,Reactor condition,L
38315,4783,Powder(Suspended),0.15,Catalyst set up condition,GM
38316,4783,Xenon(Xe),1400.00,Lamp power condition,W
38317,4783,Xenon(Xe),589.00,Lamp irradiance condition,W-PER-M2
38318,4783,,25.00,Temperature condition,DEG_C
38319,4783,,1.00,Preasure condition,BAR
38320,4783,,,Space velocity condition,PER-HR
38321,4783,,,Reaction time condition,HR
38322,4783,Gas,,Reaction medium condition,PH
38323,4783,Visible,400-780,Wavelength condition,NanoM
38324,4783,Visible,,Illuminated area condition,M2
38325,4784,Slurry,0.07,Reactor condition,L
38326,4784,Powder(Suspended),0.15,Catalyst set up condition,GM
38327,4784,Xenon(Xe),1400.00,Lamp power condition,W
38328,4784,Xenon(Xe),589.00,Lamp irradiance condition,W-PER-M2
38329,4784,,100.00,Temperature condition,DEG_C
38330,4784,,1.00,Preasure condition,BAR
38331,4784,,,Space velocity condition,PER-HR
38332,4784,,,Reaction time condition,HR
38333,4784,Gas,,Reaction medium condition,PH
38334,4784,Visible,400-780,Wavelength condition,NanoM
38335,4784,Visible,,Illuminated area condition,M2
38336,4785,Slurry,0.20,Reactor condition,L
38337,4785,Powder(Suspended),0.05,Catalyst set up condition,GM
38338,4785,Xenon(Xe),300.00,Lamp power condition,W
38339,4785,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
38340,4785,,4.00,Temperature condition,DEG_C
38341,4785,,1.00,Preasure condition,BAR
38342,4785,,,Space velocity condition,PER-HR
38343,4785,,4.00,Reaction time condition,HR
38344,4785,Gas,,Reaction medium condition,PH
38345,4785,Visible,400-780,Wavelength condition,NanoM
38346,4785,Visible,,Illuminated area condition,M2
38347,4786,Slurry,0.20,Reactor condition,L
38348,4786,Powder(Suspended),0.05,Catalyst set up condition,GM
38349,4786,Xenon(Xe),300.00,Lamp power condition,W
38350,4786,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
38351,4786,,4.00,Temperature condition,DEG_C
38352,4786,,1.00,Preasure condition,BAR
38353,4786,,,Space velocity condition,PER-HR
38354,4786,,4.00,Reaction time condition,HR
38355,4786,Gas,,Reaction medium condition,PH
38356,4786,Visible,400-780,Wavelength condition,NanoM
38357,4786,Visible,,Illuminated area condition,M2
38358,4787,Slurry,0.20,Reactor condition,L
38359,4787,Powder(Suspended),0.05,Catalyst set up condition,GM
38360,4787,Xenon(Xe),300.00,Lamp power condition,W
38361,4787,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
38362,4787,,4.00,Temperature condition,DEG_C
38363,4787,,1.00,Preasure condition,BAR
38364,4787,,,Space velocity condition,PER-HR
38365,4787,,4.00,Reaction time condition,HR
38366,4787,Gas,,Reaction medium condition,PH
38367,4787,Visible,400-780,Wavelength condition,NanoM
38368,4787,Visible,,Illuminated area condition,M2
38369,4788,Slurry,0.20,Reactor condition,L
38370,4788,Powder(Suspended),0.05,Catalyst set up condition,GM
38371,4788,Xenon(Xe),300.00,Lamp power condition,W
38372,4788,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
38373,4788,,4.00,Temperature condition,DEG_C
38374,4788,,1.00,Preasure condition,BAR
38375,4788,,,Space velocity condition,PER-HR
38376,4788,,4.00,Reaction time condition,HR
38377,4788,Gas,,Reaction medium condition,PH
38378,4788,Visible,400-780,Wavelength condition,NanoM
38379,4788,Visible,,Illuminated area condition,M2
38380,4789,Slurry,0.20,Reactor condition,L
38381,4789,Powder(Suspended),0.05,Catalyst set up condition,GM
38382,4789,Xenon(Xe),300.00,Lamp power condition,W
38383,4789,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
38384,4789,,4.00,Temperature condition,DEG_C
38385,4789,,1.00,Preasure condition,BAR
38386,4789,,,Space velocity condition,PER-HR
38387,4789,,4.00,Reaction time condition,HR
38388,4789,Gas,,Reaction medium condition,PH
38389,4789,Visible,400-780,Wavelength condition,NanoM
38390,4789,Visible,,Illuminated area condition,M2
38391,4790,Slurry,0.20,Reactor condition,L
38392,4790,Powder(Suspended),0.05,Catalyst set up condition,GM
38393,4790,Xenon(Xe),300.00,Lamp power condition,W
38394,4790,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
38395,4790,,4.00,Temperature condition,DEG_C
38396,4790,,1.00,Preasure condition,BAR
38397,4790,,,Space velocity condition,PER-HR
38398,4790,,4.00,Reaction time condition,HR
38399,4790,Gas,,Reaction medium condition,PH
38400,4790,Visible,400-780,Wavelength condition,NanoM
38401,4790,Visible,,Illuminated area condition,M2
38402,4791,Slurry,0.05,Reactor condition,L
38403,4791,Powder(Suspended),0.1,Catalyst set up condition,GM
38404,4791,Mercury(Hg),150.00,Lamp power condition,W
38405,4791,Mercury(Hg),,Lamp irradiance condition,W-PER-M2
38406,4791,,25.00,Temperature condition,DEG_C
38407,4791,,1.00,Preasure condition,BAR
38408,4791,,,Space velocity condition,PER-HR
38409,4791,,4.00,Reaction time condition,HR
38410,4791,Liquid,,Reaction medium condition,PH
38411,4791,UV,192-280(UV-A),Wavelength condition,NanoM
38412,4791,UV,,Illuminated area condition,M2
38413,4792,Slurry,0.05,Reactor condition,L
38414,4792,Powder(Suspended),0.1,Catalyst set up condition,GM
38415,4792,Mercury(Hg),150.00,Lamp power condition,W
38416,4792,Mercury(Hg),,Lamp irradiance condition,W-PER-M2
38417,4792,,25.00,Temperature condition,DEG_C
38418,4792,,1.00,Preasure condition,BAR
38419,4792,,,Space velocity condition,PER-HR
38420,4792,,4.00,Reaction time condition,HR
38421,4792,Liquid,,Reaction medium condition,PH
38422,4792,UV,192-280(UV-A),Wavelength condition,NanoM
38423,4792,UV,,Illuminated area condition,M2
38424,4793,Slurry,0.05,Reactor condition,L
38425,4793,Powder(Suspended),0.1,Catalyst set up condition,GM
38426,4793,Mercury(Hg),150.00,Lamp power condition,W
38427,4793,Mercury(Hg),,Lamp irradiance condition,W-PER-M2
38428,4793,,25.00,Temperature condition,DEG_C
38429,4793,,1.00,Preasure condition,BAR
38430,4793,,,Space velocity condition,PER-HR
38431,4793,,4.00,Reaction time condition,HR
38432,4793,Liquid,,Reaction medium condition,PH
38433,4793,UV,192-280(UV-A),Wavelength condition,NanoM
38434,4793,UV,,Illuminated area condition,M2
38435,4794,Fixed-bed,0.38,Reactor condition,L
38436,4794,Powder(Suspended),0.05,Catalyst set up condition,GM
38437,4794,Xenon(Xe),300.00,Lamp power condition,W
38438,4794,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
38439,4794,,25.00,Temperature condition,DEG_C
38440,4794,,1.00,Preasure condition,BAR
38441,4794,,,Space velocity condition,PER-HR
38442,4794,,6.00,Reaction time condition,HR
38443,4794,Gas,,Reaction medium condition,PH
38444,4794,Visible,400-780,Wavelength condition,NanoM
38445,4794,Visible,,Illuminated area condition,M2
38446,4795,Fixed-bed,0.38,Reactor condition,L
38447,4795,Powder(Suspended),0.05,Catalyst set up condition,GM
38448,4795,Xenon(Xe),300.00,Lamp power condition,W
38449,4795,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
38450,4795,,25.00,Temperature condition,DEG_C
38451,4795,,1.00,Preasure condition,BAR
38452,4795,,,Space velocity condition,PER-HR
38453,4795,,6.00,Reaction time condition,HR
38454,4795,Gas,,Reaction medium condition,PH
38455,4795,Visible,400-780,Wavelength condition,NanoM
38456,4795,Visible,,Illuminated area condition,M2
38457,4796,Fixed-bed,0.38,Reactor condition,L
38458,4796,Powder(Suspended),0.05,Catalyst set up condition,GM
38459,4796,Xenon(Xe),300.00,Lamp power condition,W
38460,4796,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
38461,4796,,25.00,Temperature condition,DEG_C
38462,4796,,1.00,Preasure condition,BAR
38463,4796,,,Space velocity condition,PER-HR
38464,4796,,6.00,Reaction time condition,HR
38465,4796,Gas,,Reaction medium condition,PH
38466,4796,Visible,400-780,Wavelength condition,NanoM
38467,4796,Visible,,Illuminated area condition,M2
38468,4797,Fixed-bed,0.38,Reactor condition,L
38469,4797,Powder(Suspended),0.05,Catalyst set up condition,GM
38470,4797,Xenon(Xe),300.00,Lamp power condition,W
38471,4797,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
38472,4797,,25.00,Temperature condition,DEG_C
38473,4797,,1.00,Preasure condition,BAR
38474,4797,,,Space velocity condition,PER-HR
38475,4797,,6.00,Reaction time condition,HR
38476,4797,Gas,,Reaction medium condition,PH
38477,4797,Visible,400-780,Wavelength condition,NanoM
38478,4797,Visible,,Illuminated area condition,M2
38479,4798,Fixed-bed,0.38,Reactor condition,L
38480,4798,Powder(Suspended),0.05,Catalyst set up condition,GM
38481,4798,Xenon(Xe),300.00,Lamp power condition,W
38482,4798,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
38483,4798,,25.00,Temperature condition,DEG_C
38484,4798,,1.00,Preasure condition,BAR
38485,4798,,,Space velocity condition,PER-HR
38486,4798,,6.00,Reaction time condition,HR
38487,4798,Gas,,Reaction medium condition,PH
38488,4798,Visible,400-780,Wavelength condition,NanoM
38489,4798,Visible,,Illuminated area condition,M2
38490,4799,Fixed-bed,0.38,Reactor condition,L
38491,4799,Powder(Suspended),0.05,Catalyst set up condition,GM
38492,4799,Xenon(Xe),300.00,Lamp power condition,W
38493,4799,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
38494,4799,,25.00,Temperature condition,DEG_C
38495,4799,,1.00,Preasure condition,BAR
38496,4799,,,Space velocity condition,PER-HR
38497,4799,,6.00,Reaction time condition,HR
38498,4799,Gas,,Reaction medium condition,PH
38499,4799,Visible,400-780,Wavelength condition,NanoM
38500,4799,Visible,,Illuminated area condition,M2
38501,4800,Fixed-bed,,Reactor condition,L
38502,4800,Powder(Suspended),0.02,Catalyst set up condition,GM
38503,4800,Xenon(Xe),300.00,Lamp power condition,W
38504,4800,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
38505,4800,,90.00,Temperature condition,DEG_C
38506,4800,,1.00,Preasure condition,BAR
38507,4800,,,Space velocity condition,PER-HR
38508,4800,,3.00,Reaction time condition,HR
38509,4800,Gas,,Reaction medium condition,PH
38510,4800,UV-Vis,192-780,Wavelength condition,NanoM
38511,4800,UV-Vis,,Illuminated area condition,M2
38512,4801,Fixed-bed,,Reactor condition,L
38513,4801,Powder(Suspended),0.02,Catalyst set up condition,GM
38514,4801,Xenon(Xe),300.00,Lamp power condition,W
38515,4801,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
38516,4801,,90.00,Temperature condition,DEG_C
38517,4801,,1.00,Preasure condition,BAR
38518,4801,,,Space velocity condition,PER-HR
38519,4801,,3.00,Reaction time condition,HR
38520,4801,Gas,,Reaction medium condition,PH
38521,4801,UV-Vis,192-780,Wavelength condition,NanoM
38522,4801,UV-Vis,,Illuminated area condition,M2
38523,4802,Fixed-bed,,Reactor condition,L
38524,4802,Powder(Suspended),0.02,Catalyst set up condition,GM
38525,4802,Xenon(Xe),300.00,Lamp power condition,W
38526,4802,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
38527,4802,,90.00,Temperature condition,DEG_C
38528,4802,,1.00,Preasure condition,BAR
38529,4802,,,Space velocity condition,PER-HR
38530,4802,,3.00,Reaction time condition,HR
38531,4802,Gas,,Reaction medium condition,PH
38532,4802,UV-Vis,192-780,Wavelength condition,NanoM
38533,4802,UV-Vis,,Illuminated area condition,M2
38534,4803,Fixed-bed,,Reactor condition,L
38535,4803,Powder(Suspended),0.02,Catalyst set up condition,GM
38536,4803,Xenon(Xe),300.00,Lamp power condition,W
38537,4803,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
38538,4803,,90.00,Temperature condition,DEG_C
38539,4803,,1.00,Preasure condition,BAR
38540,4803,,,Space velocity condition,PER-HR
38541,4803,,3.00,Reaction time condition,HR
38542,4803,Gas,,Reaction medium condition,PH
38543,4803,UV-Vis,192-780,Wavelength condition,NanoM
38544,4803,UV-Vis,,Illuminated area condition,M2
38545,4804,Fixed-bed,,Reactor condition,L
38546,4804,Powder(Suspended),0.02,Catalyst set up condition,GM
38547,4804,Xenon(Xe),300.00,Lamp power condition,W
38548,4804,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
38549,4804,,90.00,Temperature condition,DEG_C
38550,4804,,1.00,Preasure condition,BAR
38551,4804,,,Space velocity condition,PER-HR
38552,4804,,3.00,Reaction time condition,HR
38553,4804,Gas,,Reaction medium condition,PH
38554,4804,UV-Vis,192-780,Wavelength condition,NanoM
38555,4804,UV-Vis,,Illuminated area condition,M2
38556,4805,Fixed-bed,,Reactor condition,L
38557,4805,Powder(Suspended),0.02,Catalyst set up condition,GM
38558,4805,Xenon(Xe),300.00,Lamp power condition,W
38559,4805,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
38560,4805,,90.00,Temperature condition,DEG_C
38561,4805,,1.00,Preasure condition,BAR
38562,4805,,,Space velocity condition,PER-HR
38563,4805,,3.00,Reaction time condition,HR
38564,4805,Gas,,Reaction medium condition,PH
38565,4805,UV-Vis,192-780,Wavelength condition,NanoM
38566,4805,UV-Vis,,Illuminated area condition,M2
38567,4806,Fixed-bed,,Reactor condition,L
38568,4806,Powder(Suspended),0.02,Catalyst set up condition,GM
38569,4806,Xenon(Xe),300.00,Lamp power condition,W
38570,4806,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
38571,4806,,90.00,Temperature condition,DEG_C
