ID,Material_transformation_id,Chemical,Quantity,Unit,QUDT_unit
12667,5465,CO,1850.0000,g,MicroMOL-PER-GM
12668,5466,CO,6.5500,gh,MicroMOL-PER-GM-HR
12669,5466,CH4,3.7500,gh,MicroMOL-PER-GM-HR
12670,5466,CO,26.2000,g,MicroMOL-PER-GM
12671,5466,CH4,15.0000,g,MicroMOL-PER-GM
12672,5467,CO,0.8000,gh,MicroMOL-PER-GM-HR
12673,5467,CH4,0.1200,gh,MicroMOL-PER-GM-HR
12674,5467,CO,3.2000,g,MicroMOL-PER-GM
12675,5467,CH4,0.4800,g,MicroMOL-PER-GM
12676,5468,CO,0.9300,gh,MicroMOL-PER-GM-HR
12677,5468,CH4,0.1300,gh,MicroMOL-PER-GM-HR
12678,5468,CO,3.7200,g,MicroMOL-PER-GM
12679,5468,CH4,0.5200,g,MicroMOL-PER-GM
12680,5469,H2,14.0000,gh,MicroMOL-PER-GM-HR
12681,5469,CO,10.0000,gh,MicroMOL-PER-GM-HR
12682,5470,H2,7.4000,gh,MicroMOL-PER-GM-HR
12683,5470,CO,5.0000,gh,MicroMOL-PER-GM-HR
12684,5471,H2,4.0000,gh,MicroMOL-PER-GM-HR
12685,5471,CO,2.8000,gh,MicroMOL-PER-GM-HR
12686,5472,H2,1480.0000,gh,MicroMOL-PER-GM-HR
12687,5473,H2,208.0000,gh,MicroMOL-PER-GM-HR
12688,5474,H2,24.1000,gh,MicroMOL-PER-GM-HR
12689,5474,CO,13.3900,gh,MicroMOL-PER-GM-HR
12690,5475,H2,24.1100,gh,MicroMOL-PER-GM-HR
12691,5475,CO,10.7100,gh,MicroMOL-PER-GM-HR
12692,5476,H2,21.4300,gh,MicroMOL-PER-GM-HR
12693,5476,CO,8.9300,gh,MicroMOL-PER-GM-HR
12694,5477,H2,19.6400,gh,MicroMOL-PER-GM-HR
12695,5477,CO,7.1400,gh,MicroMOL-PER-GM-HR
12696,5478,H2,16.9600,gh,MicroMOL-PER-GM-HR
12697,5478,CO,2.6800,gh,MicroMOL-PER-GM-HR
12698,5479,H2,14.2800,gh,MicroMOL-PER-GM-HR
12699,5479,CO,21.4300,gh,MicroMOL-PER-GM-HR
12700,5480,H2,10.0000,gh,MicroMOL-PER-GM-HR
12701,5480,CO,20.0000,gh,MicroMOL-PER-GM-HR
12702,5480,CH4,35.0000,gh,MicroMOL-PER-GM-HR
12703,5481,H2,14.0000,gh,MicroMOL-PER-GM-HR
12704,5481,CO,25.0000,gh,MicroMOL-PER-GM-HR
12705,5481,CH4,48.0000,gh,MicroMOL-PER-GM-HR
12706,5482,H2,7.0000,gh,MicroMOL-PER-GM-HR
12707,5482,CO,16.0000,gh,MicroMOL-PER-GM-HR
12708,5482,CH4,20.0000,gh,MicroMOL-PER-GM-HR
12709,5483,H2,3.5000,gh,MicroMOL-PER-GM-HR
12710,5483,CO,5.5000,gh,MicroMOL-PER-GM-HR
12711,5483,CH4,9.8000,gh,MicroMOL-PER-GM-HR
12712,5484,H2,2.5000,gh,MicroMOL-PER-GM-HR
12713,5484,CO,2.8000,gh,MicroMOL-PER-GM-HR
12714,5484,CH4,5.0000,gh,MicroMOL-PER-GM-HR
12715,5485,CH4,0.8600,gh,MicroMOL-PER-GM-HR
12716,5485,CH3OH,0.0600,gh,MicroMOL-PER-GM-HR
12717,5486,CH4,0.2100,gh,MicroMOL-PER-GM-HR
12718,5486,CH3OH,0.3300,gh,MicroMOL-PER-GM-HR
12719,5487,CH3OH,0.5000,gh,MicroMOL-PER-GM-HR
12720,5488,CH3OH,0.4500,gh,MicroMOL-PER-GM-HR
12721,5489,CO,41.7000,gh,MicroMOL-PER-GM-HR
12722,5489,CO,250.0000,g,MicroMOL-PER-GM
12723,5490,CH4,1250.0000,m2h,MicroMOL-PER-M2-HR
12724,5490,CH3COH,143.3000,m2h,MicroMOL-PER-M2-HR
12725,5491,CH3COH,14.3000,m2h,MicroMOL-PER-M2-HR
12726,5492,CO,0.0350,gh,MicroMOL-PER-GM-HR
12727,5492,CO,0.4200,g,MicroMOL-PER-GM
12728,5493,CO,0.0710,gh,MicroMOL-PER-GM-HR
12729,5493,CO,0.8500,g,MicroMOL-PER-GM
12730,5494,CO,0.0540,gh,MicroMOL-PER-GM-HR
12731,5494,CO,0.6500,g,MicroMOL-PER-GM
12732,5495,CO,0.0500,gh,MicroMOL-PER-GM-HR
12733,5495,CO,0.6000,g,MicroMOL-PER-GM
12734,5496,CO,0.0410,gh,MicroMOL-PER-GM-HR
12735,5496,CO,0.4900,g,MicroMOL-PER-GM
12736,5497,CO,0.0180,gh,MicroMOL-PER-GM-HR
12737,5497,CO,0.2200,g,MicroMOL-PER-GM
12738,5498,H2,50.0000,gh,MicroMOL-PER-GM-HR
12739,5498,CO,200.0000,gh,MicroMOL-PER-GM-HR
12740,5498,CH4,15.0000,gh,MicroMOL-PER-GM-HR
12741,5499,H2,75.0000,gh,MicroMOL-PER-GM-HR
12742,5499,CO,200.0000,gh,MicroMOL-PER-GM-HR
12743,5499,CH4,90.0000,gh,MicroMOL-PER-GM-HR
12744,5500,H2,300.0000,gh,MicroMOL-PER-GM-HR
12745,5500,CO,500.0000,gh,MicroMOL-PER-GM-HR
12746,5500,CH4,60.0000,gh,MicroMOL-PER-GM-HR
12747,5501,H2,750.0000,gh,MicroMOL-PER-GM-HR
12748,5501,CO,1300.0000,gh,MicroMOL-PER-GM-HR
12749,5501,CH4,30.0000,gh,MicroMOL-PER-GM-HR
12750,5502,H2,700.0000,gh,MicroMOL-PER-GM-HR
12751,5502,CO,1100.0000,gh,MicroMOL-PER-GM-HR
12752,5502,CH4,10.0000,gh,MicroMOL-PER-GM-HR
12753,5503,H2,100.0000,gh,MicroMOL-PER-GM-HR
12754,5503,CO,125.0000,gh,MicroMOL-PER-GM-HR
12755,5504,CO,1.5100,gh,MicroMOL-PER-GM-HR
12756,5504,CO,6.0400,g,MicroMOL-PER-GM
12757,5505,CO,1.8600,gh,MicroMOL-PER-GM-HR
12758,5505,CO,7.4400,g,MicroMOL-PER-GM
12759,5506,CO,4.6300,gh,MicroMOL-PER-GM-HR
12760,5506,CO,18.5200,g,MicroMOL-PER-GM
12761,5507,CO,6.9100,gh,MicroMOL-PER-GM-HR
12762,5507,CO,27.6400,g,MicroMOL-PER-GM
12763,5508,CO,1.8900,gh,MicroMOL-PER-GM-HR
12764,5508,CO,7.5600,g,MicroMOL-PER-GM
12765,5509,CO,1.1400,gh,MicroMOL-PER-GM-HR
12766,5509,CO,4.5600,g,MicroMOL-PER-GM
12767,5510,CO,1.0200,gh,MicroMOL-PER-GM-HR
12768,5510,CO,4.0800,g,MicroMOL-PER-GM
12769,5511,CO,9.7200,gh,MicroMOL-PER-GM-HR
12770,5511,CO,38.8800,g,MicroMOL-PER-GM
12771,5512,CO,13.5400,gh,MicroMOL-PER-GM-HR
12772,5512,CO,54.1600,g,MicroMOL-PER-GM
12773,5513,CO,17.3300,gh,MicroMOL-PER-GM-HR
12774,5513,CO,69.3200,g,MicroMOL-PER-GM
12775,5514,CO,6.3900,gh,MicroMOL-PER-GM-HR
12776,5514,CO,25.5600,g,MicroMOL-PER-GM
12777,5515,CO,5.7600,gh,MicroMOL-PER-GM-HR
12778,5515,CO,23.0400,g,MicroMOL-PER-GM
12779,5516,CO,3.3400,gh,MicroMOL-PER-GM-HR
12780,5516,CO,13.3600,g,MicroMOL-PER-GM
12781,5517,CO,1.6800,gh,MicroMOL-PER-GM-HR
12782,5517,CO,6.7200,g,MicroMOL-PER-GM
12783,5518,CO,1.2000,gh,MicroMOL-PER-GM-HR
12784,5518,CO,2.4000,g,MicroMOL-PER-GM
12785,5519,CO,1.3750,gh,MicroMOL-PER-GM-HR
12786,5519,CO,2.7500,g,MicroMOL-PER-GM
12787,5520,CO,1.6000,gh,MicroMOL-PER-GM-HR
12788,5520,CO,3.2000,g,MicroMOL-PER-GM
12789,5521,CO,0.9750,gh,MicroMOL-PER-GM-HR
12790,5521,CO,1.9500,g,MicroMOL-PER-GM
12791,5522,CO,0.1750,gh,MicroMOL-PER-GM-HR
12792,5522,CO,0.3500,g,MicroMOL-PER-GM
12793,5524,CO,0.4200,gh,MicroMOL-PER-GM-HR
12794,5524,CO,10.0000,g,MicroMOL-PER-GM
12795,5525,CO,0.3750,gh,MicroMOL-PER-GM-HR
12796,5525,CO,9.0000,g,MicroMOL-PER-GM
12797,5526,CO,1.0400,gh,MicroMOL-PER-GM-HR
12798,5526,CO,25.0000,g,MicroMOL-PER-GM
12799,5527,CO,0.4200,gh,MicroMOL-PER-GM-HR
12800,5527,CO,10.0000,g,MicroMOL-PER-GM
12801,5528,CO,19.1700,gh,MicroMOL-PER-GM-HR
12802,5528,CO,460.0000,g,MicroMOL-PER-GM
12803,5529,CH4,10.0000,gh,MicroMOL-PER-GM-HR
12804,5529,CH4,80.0000,g,MicroMOL-PER-GM
12805,5530,CH4,14.0000,gh,MicroMOL-PER-GM-HR
12806,5530,CH4,112.0000,g,MicroMOL-PER-GM
12807,5531,CH4,25.0000,gh,MicroMOL-PER-GM-HR
12808,5531,CH4,200.0000,g,MicroMOL-PER-GM
12809,5532,CH4,33.0000,gh,MicroMOL-PER-GM-HR
12810,5532,CH4,264.0000,g,MicroMOL-PER-GM
12811,5533,CH4,50.0000,gh,MicroMOL-PER-GM-HR
12812,5533,CH4,400.0000,g,MicroMOL-PER-GM
12813,5534,CO,11.2000,gh,MicroMOL-PER-GM-HR
12814,5534,CH4,0.4500,gh,MicroMOL-PER-GM-HR
12815,5535,CO,5.1000,gh,MicroMOL-PER-GM-HR
12816,5535,CH4,0.1000,gh,MicroMOL-PER-GM-HR
12817,5536,CO,1000.0000,gh,MicroMOL-PER-GM-HR
12818,5536,CH4,2600.0000,gh,MicroMOL-PER-GM-HR
12819,5537,CO,1600.0000,gh,MicroMOL-PER-GM-HR
12820,5537,CH4,2500.0000,gh,MicroMOL-PER-GM-HR
12821,5538,CO,2000.0000,gh,MicroMOL-PER-GM-HR
12822,5538,CH4,3500.0000,gh,MicroMOL-PER-GM-HR
12823,5539,CO,2500.0000,gh,MicroMOL-PER-GM-HR
12824,5539,CH4,2200.0000,gh,MicroMOL-PER-GM-HR
12825,5540,CO,2800.0000,gh,MicroMOL-PER-GM-HR
12826,5540,CH4,1100.0000,gh,MicroMOL-PER-GM-HR
12827,5541,CO,300.0000,gh,MicroMOL-PER-GM-HR
12828,5541,CH4,1200.0000,gh,MicroMOL-PER-GM-HR
12829,5542,C2H4,4.7100,m2h,MicroMOL-PER-M2-HR
12830,5542,C2H6,28.4000,m2h,MicroMOL-PER-M2-HR
12831,5543,H2,187.5000,gh,MicroMOL-PER-GM-HR
12832,5543,CO,937.5000,gh,MicroMOL-PER-GM-HR
12833,5544,H2,175.0000,gh,MicroMOL-PER-GM-HR
12834,5544,CO,675.0000,gh,MicroMOL-PER-GM-HR
12835,5545,H2,12.5000,gh,MicroMOL-PER-GM-HR
12836,5545,CO,57.5000,gh,MicroMOL-PER-GM-HR
12837,5545,H2,25.0000,g,MicroMOL-PER-GM
12838,5545,CO,105.0000,g,MicroMOL-PER-GM
12839,5546,H2,18.0000,gh,MicroMOL-PER-GM-HR
12840,5546,CO,5.0000,gh,MicroMOL-PER-GM-HR
12841,5546,H2,36.0000,g,MicroMOL-PER-GM
12842,5546,CO,10.0000,g,MicroMOL-PER-GM
12843,5549,CH4,0.4300,gh,MicroMOL-PER-GM-HR
12844,5549,CH4,3.4500,g,MicroMOL-PER-GM
12845,5550,CH4,0.4300,gh,MicroMOL-PER-GM-HR
12846,5550,CH4,3.4500,g,MicroMOL-PER-GM
12847,5551,CH4,0.4300,gh,MicroMOL-PER-GM-HR
12848,5551,CH4,3.4500,g,MicroMOL-PER-GM
12849,5552,CH4,0.6200,gh,MicroMOL-PER-GM-HR
12850,5552,CH4,4.9500,g,MicroMOL-PER-GM
12851,5553,CH4,0.8800,gh,MicroMOL-PER-GM-HR
12852,5553,CH4,7.0400,g,MicroMOL-PER-GM
12853,5554,CH4,1.1000,gh,MicroMOL-PER-GM-HR
12854,5554,CH4,8.8000,g,MicroMOL-PER-GM
12855,5555,CO,0.2580,gh,MicroMOL-PER-GM-HR
12856,5555,CH4,63.0440,gh,MicroMOL-PER-GM-HR
12857,5555,CO,2.0640,g,MicroMOL-PER-GM
12858,5555,CH4,504.3520,g,MicroMOL-PER-GM
12859,5556,CO,0.4880,gh,MicroMOL-PER-GM-HR
12860,5556,CH4,167.6890,gh,MicroMOL-PER-GM-HR
12861,5556,CO,3.9040,g,MicroMOL-PER-GM
12862,5556,CH4,1341.5120,g,MicroMOL-PER-GM
12863,5557,CO,0.3590,gh,MicroMOL-PER-GM-HR
12864,5557,CH4,147.0070,gh,MicroMOL-PER-GM-HR
12865,5557,CO,2.8720,g,MicroMOL-PER-GM
12866,5557,CH4,1176.0560,g,MicroMOL-PER-GM
12867,5558,CO,0.1350,gh,MicroMOL-PER-GM-HR
12868,5558,CH4,105.5760,gh,MicroMOL-PER-GM-HR
12869,5558,CO,1.0800,g,MicroMOL-PER-GM
12870,5558,CH4,844.6080,g,MicroMOL-PER-GM
12871,5559,CO,0.1180,gh,MicroMOL-PER-GM-HR
12872,5559,CH4,81.7300,gh,MicroMOL-PER-GM-HR
12873,5559,CO,0.9440,g,MicroMOL-PER-GM
12874,5559,CH4,653.8400,g,MicroMOL-PER-GM
12875,5560,H2,250.0000,gh,MicroMOL-PER-GM-HR
12876,5560,H2,1000.0000,g,MicroMOL-PER-GM
12877,5561,H2,300.0000,gh,MicroMOL-PER-GM-HR
12878,5561,H2,1200.0000,g,MicroMOL-PER-GM
12879,5562,H2,225.0000,gh,MicroMOL-PER-GM-HR
12880,5562,H2,900.0000,g,MicroMOL-PER-GM
12881,5563,H2,25.0000,gh,MicroMOL-PER-GM-HR
12882,5563,H2,100.0000,g,MicroMOL-PER-GM
12883,5564,CO,160.0000,gh,MicroMOL-PER-GM-HR
12884,5564,CH4,80.0000,gh,MicroMOL-PER-GM-HR
12885,5564,CO,800.0000,g,MicroMOL-PER-GM
12886,5564,CH4,400.0000,g,MicroMOL-PER-GM
12887,5565,CO,200.0000,gh,MicroMOL-PER-GM-HR
12888,5565,CH4,120.0000,gh,MicroMOL-PER-GM-HR
12889,5565,CO,1000.0000,g,MicroMOL-PER-GM
12890,5565,CH4,600.0000,g,MicroMOL-PER-GM
12891,5566,CO,310.0000,gh,MicroMOL-PER-GM-HR
12892,5566,CH4,190.0000,gh,MicroMOL-PER-GM-HR
12893,5566,CO,1550.0000,g,MicroMOL-PER-GM
12894,5566,CH4,950.0000,g,MicroMOL-PER-GM
12895,5567,CO,280.0000,gh,MicroMOL-PER-GM-HR
12896,5567,CH4,160.0000,gh,MicroMOL-PER-GM-HR
12897,5567,CO,1400.0000,g,MicroMOL-PER-GM
12898,5567,CH4,800.0000,g,MicroMOL-PER-GM
12899,5568,CO,100.0000,gh,MicroMOL-PER-GM-HR
12900,5568,CH4,50.0000,gh,MicroMOL-PER-GM-HR
12901,5568,CO,500.0000,g,MicroMOL-PER-GM
12902,5568,CH4,250.0000,g,MicroMOL-PER-GM
12903,5569,CO,1.0000,gh,MicroMOL-PER-GM-HR
12904,5570,CO,9.0000,gh,MicroMOL-PER-GM-HR
12905,5570,CH4,4.0000,gh,MicroMOL-PER-GM-HR
12906,5571,CO,23.0000,gh,MicroMOL-PER-GM-HR
12907,5571,CH4,6.0000,gh,MicroMOL-PER-GM-HR
12908,5572,CO,12.5000,gh,MicroMOL-PER-GM-HR
12909,5572,CH4,5.0000,gh,MicroMOL-PER-GM-HR
12910,5574,H2,133.3300,gh,MicroMOL-PER-GM-HR
12911,5574,CO,666.6700,gh,MicroMOL-PER-GM-HR
12912,5575,H2,33.3000,gh,MicroMOL-PER-GM-HR
12913,5575,CO,333.3300,gh,MicroMOL-PER-GM-HR
12914,5576,CO,166.7000,gh,MicroMOL-PER-GM-HR
12915,5577,CO,100.0000,gh,MicroMOL-PER-GM-HR
12916,5579,CO,0.2300,m2h,MicroMOL-PER-M2-HR
12917,5580,CO,0.2300,m2h,MicroMOL-PER-M2-HR
12918,5581,CO,1.6700,m2h,MicroMOL-PER-M2-HR
12919,5582,CO,0.7000,m2h,MicroMOL-PER-M2-HR
12920,5583,CO,0.7000,m2h,MicroMOL-PER-M2-HR
12921,5584,H2,75.0000,gh,MicroMOL-PER-GM-HR
12922,5584,CO,250.0000,gh,MicroMOL-PER-GM-HR
12923,5584,H2,750.0000,g,MicroMOL-PER-GM
12924,5584,CO,2500.0000,g,MicroMOL-PER-GM
12925,5585,H2,50.0000,gh,MicroMOL-PER-GM-HR
12926,5585,CO,225.0000,gh,MicroMOL-PER-GM-HR
12927,5585,H2,500.0000,g,MicroMOL-PER-GM
12928,5585,CO,2250.0000,g,MicroMOL-PER-GM
12929,5586,H2,30.0000,gh,MicroMOL-PER-GM-HR
12930,5586,CO,200.0000,gh,MicroMOL-PER-GM-HR
12931,5586,H2,300.0000,g,MicroMOL-PER-GM
12932,5586,CO,2000.0000,g,MicroMOL-PER-GM
12933,5587,H2,25.0000,gh,MicroMOL-PER-GM-HR
12934,5587,CO,190.0000,gh,MicroMOL-PER-GM-HR
12935,5587,H2,250.0000,g,MicroMOL-PER-GM
12936,5587,CO,1900.0000,g,MicroMOL-PER-GM
12937,5588,H2,12.0000,gh,MicroMOL-PER-GM-HR
12938,5588,CO,125.0000,gh,MicroMOL-PER-GM-HR
12939,5588,H2,120.0000,g,MicroMOL-PER-GM
12940,5588,CO,1250.0000,g,MicroMOL-PER-GM
12941,5589,CO,0.2500,gh,MicroMOL-PER-GM-HR
12942,5589,CO,1.0000,g,MicroMOL-PER-GM
12943,5590,CO,0.5000,gh,MicroMOL-PER-GM-HR
12944,5590,CO,2.0000,g,MicroMOL-PER-GM
12945,5591,CO,1.0000,gh,MicroMOL-PER-GM-HR
12946,5591,CH4,2.5000,gh,MicroMOL-PER-GM-HR
12947,5591,CO,4.0000,g,MicroMOL-PER-GM
12948,5591,CH4,10.0000,g,MicroMOL-PER-GM
12949,5592,CO,2.0000,gh,MicroMOL-PER-GM-HR
12950,5592,CH4,20.0000,gh,MicroMOL-PER-GM-HR
12951,5592,CO,8.0000,g,MicroMOL-PER-GM
12952,5592,CH4,80.0000,g,MicroMOL-PER-GM
12953,5593,H2,17.5000,gh,MicroMOL-PER-GM-HR
12954,5593,CO,0.1600,gh,MicroMOL-PER-GM-HR
12955,5593,H2,122.5000,g,MicroMOL-PER-GM
12956,5593,CO,1.1200,g,MicroMOL-PER-GM
12957,5594,H2,4.0000,gh,MicroMOL-PER-GM-HR
12958,5594,CO,0.2300,gh,MicroMOL-PER-GM-HR
12959,5594,H2,28.0000,g,MicroMOL-PER-GM
12960,5594,CO,1.6100,g,MicroMOL-PER-GM
12961,5595,H2,16.5000,gh,MicroMOL-PER-GM-HR
12962,5595,CO,0.2800,gh,MicroMOL-PER-GM-HR
12963,5595,H2,115.5000,g,MicroMOL-PER-GM
12964,5595,CO,1.9600,g,MicroMOL-PER-GM
12965,5596,H2,0.3000,gh,MicroMOL-PER-GM-HR
12966,5596,CO,0.1600,gh,MicroMOL-PER-GM-HR
12967,5596,H2,2.1000,g,MicroMOL-PER-GM
12968,5596,CO,1.1200,g,MicroMOL-PER-GM
12969,5597,H2,3.5000,gh,MicroMOL-PER-GM-HR
12970,5597,CO,0.0700,gh,MicroMOL-PER-GM-HR
12971,5597,H2,24.5000,g,MicroMOL-PER-GM
12972,5597,CO,0.4900,g,MicroMOL-PER-GM
12973,5598,CH4,1800.0000,m2h,MicroMOL-PER-M2-HR
12974,5599,CH4,11900.0000,m2h,MicroMOL-PER-M2-HR
12975,5600,CH4,2200.0000,m2h,MicroMOL-PER-M2-HR
12976,5601,CH4,3400.0000,m2h,MicroMOL-PER-M2-HR
12977,5602,CH3OH,3.7000,gh,MicroMOL-PER-GM-HR
12978,5603,CH3OH,3.0000,gh,MicroMOL-PER-GM-HR
12979,5604,CH3OH,1.3000,gh,MicroMOL-PER-GM-HR
12980,5605,CH3OH,1.7500,gh,MicroMOL-PER-GM-HR
12981,5606,CH3OH,2.6000,gh,MicroMOL-PER-GM-HR
12982,5607,CH3OH,1.5000,gh,MicroMOL-PER-GM-HR
12983,5608,CO,0.6700,gh,MicroMOL-PER-GM-HR
12984,5608,CO,2.7000,g,MicroMOL-PER-GM
12985,5609,CO,0.8000,gh,MicroMOL-PER-GM-HR
12986,5609,CO,3.2000,g,MicroMOL-PER-GM
12987,5610,CO,0.9400,gh,MicroMOL-PER-GM-HR
12988,5610,CO,3.7500,g,MicroMOL-PER-GM
12989,5612,H2,54.0000,gh,MicroMOL-PER-GM-HR
12990,5612,CO,45.0000,gh,MicroMOL-PER-GM-HR
12991,5613,H2,48.0000,gh,MicroMOL-PER-GM-HR
12992,5613,CO,59.0000,gh,MicroMOL-PER-GM-HR
12993,5615,H2,131.0000,gh,MicroMOL-PER-GM-HR
12994,5615,CO,246.0000,gh,MicroMOL-PER-GM-HR
12995,5616,H2,111.0000,gh,MicroMOL-PER-GM-HR
12996,5616,CO,140.0000,gh,MicroMOL-PER-GM-HR
12997,5617,H2,85.0000,gh,MicroMOL-PER-GM-HR
12998,5617,CO,71.0000,gh,MicroMOL-PER-GM-HR
12999,5621,CO,0.7000,gh,MicroMOL-PER-GM-HR
13000,5621,CH4,0.0670,gh,MicroMOL-PER-GM-HR
13001,5622,CO,2.8300,gh,MicroMOL-PER-GM-HR
13002,5623,CO,5.0000,gh,MicroMOL-PER-GM-HR
13003,5623,CH4,0.3500,gh,MicroMOL-PER-GM-HR
13004,5624,CO,10.6700,gh,MicroMOL-PER-GM-HR
13005,5624,CH4,1.0670,gh,MicroMOL-PER-GM-HR
13006,5625,CO,4.1700,gh,MicroMOL-PER-GM-HR
13007,5625,CH4,0.2300,gh,MicroMOL-PER-GM-HR
13008,5625,CO,25.0000,g,MicroMOL-PER-GM
13009,5625,CH4,1.4000,g,MicroMOL-PER-GM
13010,5626,CO,9.1700,gh,MicroMOL-PER-GM-HR
13011,5626,CH4,0.3800,gh,MicroMOL-PER-GM-HR
13012,5626,CO,55.0000,g,MicroMOL-PER-GM
13013,5626,CH4,2.3000,g,MicroMOL-PER-GM
13014,5627,CO,5.0000,gh,MicroMOL-PER-GM-HR
13015,5627,CH4,0.5000,gh,MicroMOL-PER-GM-HR
13016,5627,CO,30.0000,g,MicroMOL-PER-GM
13017,5627,CH4,3.0000,g,MicroMOL-PER-GM
13018,5628,CO,3.0000,gh,MicroMOL-PER-GM-HR
13019,5628,CH4,0.6300,gh,MicroMOL-PER-GM-HR
13020,5628,CO,18.0000,g,MicroMOL-PER-GM
13021,5628,CH4,3.8000,g,MicroMOL-PER-GM
13022,5629,CO,0.4000,gh,MicroMOL-PER-GM-HR
13023,5630,CO,2.2500,gh,MicroMOL-PER-GM-HR
13024,5630,CH4,0.8500,gh,MicroMOL-PER-GM-HR
13025,5631,CO,5.8000,gh,MicroMOL-PER-GM-HR
13026,5631,CH4,1.4000,gh,MicroMOL-PER-GM-HR
13027,5632,CO,4.0000,gh,MicroMOL-PER-GM-HR
13028,5632,CH4,0.7500,gh,MicroMOL-PER-GM-HR
13029,5633,CO,0.7000,gh,MicroMOL-PER-GM-HR
13030,5633,CH4,0.1000,gh,MicroMOL-PER-GM-HR
13031,5634,CO,0.1850,gh,MicroMOL-PER-GM-HR
13032,5634,CH4,0.2400,gh,MicroMOL-PER-GM-HR
13033,5634,CO,0.9250,g,MicroMOL-PER-GM
13034,5634,CH4,1.2000,g,MicroMOL-PER-GM
13035,5635,CO,0.1300,gh,MicroMOL-PER-GM-HR
13036,5635,CH4,0.1700,gh,MicroMOL-PER-GM-HR
13037,5635,CO,0.6500,g,MicroMOL-PER-GM
13038,5635,CH4,0.8500,g,MicroMOL-PER-GM
13039,5636,CO,0.2050,gh,MicroMOL-PER-GM-HR
13040,5636,CH4,0.0900,gh,MicroMOL-PER-GM-HR
13041,5636,CO,1.0250,g,MicroMOL-PER-GM
13042,5636,CH4,0.4500,g,MicroMOL-PER-GM
13043,5637,CO,0.1350,gh,MicroMOL-PER-GM-HR
13044,5637,CH4,0.1100,gh,MicroMOL-PER-GM-HR
13045,5637,CO,0.6750,g,MicroMOL-PER-GM
13046,5637,CH4,0.5500,g,MicroMOL-PER-GM
13047,5638,CH4,0.6600,gh,MicroMOL-PER-GM-HR
13048,5638,CH4,3.3000,g,MicroMOL-PER-GM
13049,5639,CH4,0.3500,gh,MicroMOL-PER-GM-HR
13050,5639,CH4,1.7500,g,MicroMOL-PER-GM
13051,5640,CH4,0.2960,gh,MicroMOL-PER-GM-HR
13052,5640,CH4,1.4800,g,MicroMOL-PER-GM
13053,5641,CH4,0.0960,gh,MicroMOL-PER-GM-HR
13054,5641,CH4,0.4800,g,MicroMOL-PER-GM
13055,5642,CH4,0.1180,gh,MicroMOL-PER-GM-HR
13056,5642,CH4,0.5900,g,MicroMOL-PER-GM
13057,5643,H2,1.6700,gh,MicroMOL-PER-GM-HR
13058,5643,CO,75.0000,gh,MicroMOL-PER-GM-HR
13059,5643,H2,10.0000,g,MicroMOL-PER-GM
13060,5643,CO,450.0000,g,MicroMOL-PER-GM
13061,5644,H2,15.0000,gh,MicroMOL-PER-GM-HR
13062,5644,CO,3.5000,gh,MicroMOL-PER-GM-HR
13063,5644,CH4,19.6700,gh,MicroMOL-PER-GM-HR
13064,5644,H2,90.0000,g,MicroMOL-PER-GM
13065,5644,CO,21.0000,g,MicroMOL-PER-GM
13066,5644,CH4,118.0000,g,MicroMOL-PER-GM
13067,5645,H2,11.3300,gh,MicroMOL-PER-GM-HR
13068,5645,CO,3.0000,gh,MicroMOL-PER-GM-HR
13069,5645,CH4,7.8300,gh,MicroMOL-PER-GM-HR
13070,5645,H2,68.0000,g,MicroMOL-PER-GM
13071,5645,CO,18.0000,g,MicroMOL-PER-GM
13072,5645,CH4,47.0000,g,MicroMOL-PER-GM
13073,5646,H2,0.0200,gh,MicroMOL-PER-GM-HR
13074,5646,CO,1.6000,gh,MicroMOL-PER-GM-HR
13075,5646,H2,0.1000,g,MicroMOL-PER-GM
13076,5646,CO,8.0000,g,MicroMOL-PER-GM
13077,5647,H2,0.7000,gh,MicroMOL-PER-GM-HR
13078,5647,CO,1.3000,gh,MicroMOL-PER-GM-HR
13079,5647,H2,3.5000,g,MicroMOL-PER-GM
13080,5647,CO,6.5000,g,MicroMOL-PER-GM
13081,5648,H2,5.0000,g,MicroMOL-PER-GM
13082,5649,H2,1.8000,gh,MicroMOL-PER-GM-HR
13083,5649,H2,9.0000,g,MicroMOL-PER-GM
13084,5650,H2,0.6000,gh,MicroMOL-PER-GM-HR
13085,5650,CO,0.0100,gh,MicroMOL-PER-GM-HR
13086,5650,CH4,1.1000,gh,MicroMOL-PER-GM-HR
13087,5650,H2,3.0000,g,MicroMOL-PER-GM
13088,5650,CO,0.0500,g,MicroMOL-PER-GM
13089,5650,CH4,5.5000,g,MicroMOL-PER-GM
13090,5651,CO,175.0000,gh,MicroMOL-PER-GM-HR
13091,5651,CH4,125.0000,gh,MicroMOL-PER-GM-HR
13092,5651,CO,350.0000,g,MicroMOL-PER-GM
13093,5651,CH4,250.0000,g,MicroMOL-PER-GM
13094,5652,CO,260.0000,gh,MicroMOL-PER-GM-HR
13095,5652,CH4,170.0000,gh,MicroMOL-PER-GM-HR
13096,5652,CO,520.0000,g,MicroMOL-PER-GM
13097,5652,CH4,340.0000,g,MicroMOL-PER-GM
13098,5653,CO,200.0000,gh,MicroMOL-PER-GM-HR
13099,5653,CH4,137.5000,gh,MicroMOL-PER-GM-HR
13100,5653,CO,400.0000,g,MicroMOL-PER-GM
13101,5653,CH4,275.0000,g,MicroMOL-PER-GM
