ID,Material_transformation_id,Chemical,Percent,Role,crystal_structure
8410,4335,H2O,,Reductant,
8411,4336,Ti-KIT-6,,Catalyst,
8412,4336,Ti,0.01,Dopant,
8413,4336,H2O,,Reductant,
8414,4337,Ti-KIT-6,,Catalyst,
8415,4337,Ti,0.01,Dopant,
8416,4337,H2O,,Reductant,
8417,4338,Ti-KIT-6,,Catalyst,
8418,4338,Ti,0.01,Dopant,
8419,4338,H2O,,Reductant,
8420,4339,Ti-KIT-6,,Catalyst,
8421,4339,Ti,0.01,Dopant,
8422,4339,H2O,,Reductant,
8423,4340,Ti-KIT-6,,Catalyst,
8424,4340,Ti,0.01,Dopant,
8425,4340,H2O,,Reductant,
8426,4341,Ti-KIT-6,,Catalyst,
8427,4341,Ti,0.01,Dopant,
8428,4341,H2O,,Reductant,
8429,4342,Ti-KIT-6,,Catalyst,
8430,4342,Ti,0.01,Dopant,
8431,4342,H2O,,Reductant,
8432,4343,Ti-KIT-6,,Catalyst,
8433,4343,Ti,0.01,Dopant,
8434,4343,H2O,,Reductant,
8435,4344,Ti-KIT-6,,Catalyst,
8436,4344,Ti,0.01,Dopant,
8437,4344,H2O,,Reductant,
8438,4345,Ti-KIT-6,,Catalyst,
8439,4345,Ti,0.01,Dopant,
8440,4345,H2O,,Reductant,
8441,4346,Ti-KIT-6,,Catalyst,
8442,4346,Ti,0.01,Dopant,
8443,4346,H2O,,Reductant,
8444,4347,Ti-KIT-6,,Catalyst,
8445,4347,Ti,0.01,Dopant,
8446,4347,H2O,,Reductant,
8447,4348,Ti-KIT-6,,Catalyst,
8448,4348,Ti,0.01,Dopant,
8449,4348,H2O,,Reductant,
8450,4349,Ti-KIT-6,,Catalyst,
8451,4349,Ti,0.01,Dopant,
8452,4349,H2O,,Reductant,
8453,4350,Ti-KIT-6,,Catalyst,
8454,4350,Ti,0.01,Dopant,
8455,4350,H2O,,Reductant,
8456,4351,Ti-KIT-6,,Catalyst,
8457,4351,Ti,0.01,Dopant,
8458,4351,H2O,,Reductant,
8459,4352,Ti-KIT-6,,Catalyst,
8460,4352,Ti,0.01,Dopant,
8461,4352,H2O,,Reductant,
8462,4353,Ti-KIT-6,,Catalyst,
8463,4353,Ti,0.01,Dopant,
8464,4353,H2O,,Reductant,
8465,4354,Ti-KIT-6,,Catalyst,
8466,4354,Ti,0.01,Dopant,
8467,4354,H2O,,Reductant,
8468,4355,Ti-KIT-6,,Catalyst,
8469,4355,Ti,0.01,Dopant,
8470,4355,H2O,,Reductant,
8471,4356,Ti-KIT-6,,Catalyst,
8472,4356,Ti,0.01,Dopant,
8473,4356,H2O,,Reductant,
8474,4357,Ti-KIT-6,,Catalyst,
8475,4357,Ti,0.01,Dopant,
8476,4357,H2O,,Reductant,
8477,4358,Ti-KIT-6,,Catalyst,
8478,4358,Ti,0.01,Dopant,
8479,4358,H2O,,Reductant,
8480,4359,Ti-KIT-6,,Catalyst,
8481,4359,Ti,0.01,Dopant,
8482,4359,H2O,,Reductant,
8483,4360,Ti-KIT-6,,Catalyst,
8484,4360,Ti,0.01,Dopant,
8485,4360,H2O,,Reductant,
8486,4361,Ti-KIT-6,,Catalyst,
8487,4361,Ti,0.01,Dopant,
8488,4361,H2O,,Reductant,
8489,4362,Ti-KIT-6,,Catalyst,
8490,4362,Ti,0.01,Dopant,
8491,4362,H2O,,Reductant,
8492,4363,Ti-KIT-6,,Catalyst,
8493,4363,Ti,0.01,Dopant,
8494,4363,H2O,,Reductant,
8495,4364,Ti-KIT-6,,Catalyst,
8496,4364,Ti,0.01,Dopant,
8497,4364,H2O,,Reductant,
8498,4365,Ti-KIT-6,,Catalyst,
8499,4365,Ti,0.01,Dopant,
8500,4365,H2O,,Reductant,
8501,4366,Ti-KIT-6,,Catalyst,
8502,4366,Ti,0.01,Dopant,
8503,4366,H2O,,Reductant,
8504,4367,Ti-KIT-6,,Catalyst,
8505,4367,Ti,0.01,Dopant,
8506,4367,H2O,,Reductant,
8507,4368,Ti-KIT-6,,Catalyst,
8508,4368,Ti,0.01,Dopant,
8509,4368,H2O,,Reductant,
8510,4369,Ti-KIT-6,,Catalyst,
8511,4369,Ti,0.01,Dopant,
8512,4369,H2O,,Reductant,
8513,4370,Ti-KIT-6,,Catalyst,
8514,4370,Ti,0.01,Dopant,
8515,4370,H2O,,Reductant,
8516,4371,Ti-KIT-6,,Catalyst,
8517,4371,Ti,0.01,Dopant,
8518,4371,H2O,,Reductant,
8519,4372,Ti-KIT-6,,Catalyst,
8520,4372,Ti,0.01,Dopant,
8521,4372,H2O,,Reductant,
8522,4373,Ti-KIT-6,,Catalyst,
8523,4373,Ti,0.01,Dopant,
8524,4373,H2O,,Reductant,
8525,4374,Ti-KIT-6,,Catalyst,
8526,4374,Ti,0.01,Dopant,
8527,4374,H2O,,Reductant,
8528,4375,Ti-KIT-6,,Catalyst,
8529,4375,Ti,0.01,Dopant,
8530,4375,H2O,,Reductant,
8531,4376,Ti-KIT-6,,Catalyst,
8532,4376,Ti,0.01,Dopant,
8533,4376,H2O,,Reductant,
8534,4377,Ti-KIT-6,,Catalyst,
8535,4377,Ti,0.01,Dopant,
8536,4377,H2O,,Reductant,
8537,4378,Ti-KIT-6,,Catalyst,
8538,4378,Ti,0.01,Dopant,
8539,4378,H2O,,Reductant,
8540,4379,Ti-KIT-6,,Catalyst,
8541,4379,Ti,0.01,Dopant,
8542,4379,H2O,,Reductant,
8543,4380,Ti-KIT-6,,Catalyst,
8544,4380,Ti,0.01,Dopant,
8545,4380,H2O,,Reductant,
8546,4381,Ti-KIT-6,,Catalyst,
8547,4381,Ti,0.01,Dopant,
8548,4381,H2O,,Reductant,
8549,4382,Ti-KIT-6,,Catalyst,
8550,4382,Ti,0.01,Dopant,
8551,4382,H2O,,Reductant,
8552,4383,Ti-KIT-6,,Catalyst,
8553,4383,Ti,0.01,Dopant,
8554,4383,H2O,,Reductant,
8555,4384,Ti-KIT-6,,Catalyst,
8556,4384,Ti,0.01,Dopant,
8557,4384,H2O,,Reductant,
8558,4385,Ti-KIT-6,,Catalyst,
8559,4385,Ti,0.01,Dopant,
8560,4385,H2O,,Reductant,
8561,4386,Ti-KIT-6,,Catalyst,
8562,4386,Ti,0.01,Dopant,
8563,4386,H2O,,Reductant,
8564,4387,Ti-KIT-6,,Catalyst,
8565,4387,Ti,0.01,Dopant,
8566,4387,H2O,,Reductant,
8567,4388,Ti-KIT-6,,Catalyst,
8568,4388,Ti,0.01,Dopant,
8569,4388,H2O,,Reductant,
8570,4389,Ti-KIT-6,,Catalyst,
8571,4389,Ti,0.01,Dopant,
8572,4389,H2O,,Reductant,
8573,4390,Ti-KIT-6,,Catalyst,
8574,4390,Ti,0.01,Dopant,
8575,4390,H2O,,Reductant,
8576,4391,Ti-KIT-6,,Catalyst,
8577,4391,Ti,0.01,Dopant,
8578,4391,H2O,,Reductant,
8579,4392,Ti-KIT-6,,Catalyst,
8580,4392,Ti,0.01,Dopant,
8581,4392,H2O,,Reductant,
8582,4393,Ti-KIT-6,,Catalyst,
8583,4393,Ti,0.01,Dopant,
8584,4393,H2O,,Reductant,
8585,4394,Ti-KIT-6,,Catalyst,
8586,4394,Ti,0.01,Dopant,
8587,4394,H2O,,Reductant,
8588,4395,Ti-KIT-6,,Catalyst,
8589,4395,Ti,0.01,Dopant,
8590,4395,H2O,,Reductant,
8591,4396,Ti-KIT-6,,Catalyst,
8592,4396,Ti,0.01,Dopant,
8593,4396,H2O,,Reductant,
8594,4397,Ti-KIT-6,,Catalyst,
8595,4397,Ti,0.01,Dopant,
8596,4397,H2O,,Reductant,
8597,4398,Ti-KIT-6,,Catalyst,
8598,4398,Ti,0.01,Dopant,
8599,4398,H2O,,Reductant,
8600,4399,Ti-KIT-6,,Catalyst,
8601,4399,Ti,0.01,Dopant,
8602,4399,H2O,,Reductant,
8603,4400,Ti-KIT-6,,Catalyst,
8604,4400,Ti,0.01,Dopant,
8605,4400,H2O,,Reductant,
8606,4401,Ti-KIT-6,,Catalyst,
8607,4401,Ti,0.01,Dopant,
8608,4401,H2O,,Reductant,
8609,4402,Ti-KIT-6,,Catalyst,
8610,4402,Ti,0.01,Dopant,
8611,4402,H2O,,Reductant,
8612,4403,Ti-KIT-6,,Catalyst,
8613,4403,Ti,0.01,Dopant,
8614,4403,H2O,,Reductant,
8615,4404,Ti-KIT-6,,Catalyst,
8616,4404,Ti,0.01,Dopant,
8617,4404,H2O,,Reductant,
8618,4405,Ti-KIT-6,,Catalyst,
8619,4405,Ti,0.01,Dopant,
8620,4405,H2O,,Reductant,
8621,4406,Ti-KIT-6,,Catalyst,
8622,4406,Ti,0.01,Dopant,
8623,4406,H2O,,Reductant,
8624,4407,Ti-KIT-6,,Catalyst,
8625,4407,Ti,0.01,Dopant,
8626,4407,H2O,,Reductant,
8627,4408,Ti-KIT-6,,Catalyst,
8628,4408,Ti,0.01,Dopant,
8629,4408,H2O,,Reductant,
8630,4409,Ti-KIT-6,,Catalyst,
8631,4409,Ti,0.01,Dopant,
8632,4409,H2O,,Reductant,
8633,4410,Ti-KIT-6,,Catalyst,
8634,4410,Ti,0.01,Dopant,
8635,4410,H2O,,Reductant,
8636,4411,Ti-KIT-6,,Catalyst,
8637,4411,Ti,0.01,Dopant,
8638,4411,H2O,,Reductant,
8639,4412,Ti-KIT-6,,Catalyst,
8640,4412,Ti,0.01,Dopant,
8641,4412,H2O,,Reductant,
8642,4413,Ti-KIT-6,,Catalyst,
8643,4413,Ti,0.01,Dopant,
8644,4413,H2O,,Reductant,
8645,4414,Ti-KIT-6,,Catalyst,
8646,4414,Ti,0.01,Dopant,
8647,4414,H2O,,Reductant,
8648,4415,Ti-KIT-6,,Catalyst,
8649,4415,Ti,0.01,Dopant,
8650,4415,H2O,,Reductant,
8651,4416,Ti-KIT-6,,Catalyst,
8652,4416,Ti,0.01,Dopant,
8653,4416,H2O,,Reductant,
8654,4417,Ti-KIT-6,,Catalyst,
8655,4417,Ti,0.01,Dopant,
8656,4417,H2O,,Reductant,
8657,4418,Ti-KIT-6,,Catalyst,
8658,4418,Ti,0.01,Dopant,
8659,4418,H2O,,Reductant,
8660,4419,Ti-KIT-6,,Catalyst,
8661,4419,Ti,0.01,Dopant,
8662,4419,H2O,,Reductant,
8663,4420,Ti-KIT-6,,Catalyst,
8664,4420,Ti,0.01,Dopant,
8665,4420,H2O,,Reductant,
8666,4421,Ti-KIT-6,,Catalyst,
8667,4421,Ti,0.01,Dopant,
8668,4421,H2O,,Reductant,
8669,4422,Ti-KIT-6,,Catalyst,
8670,4422,Ti,0.01,Dopant,
8671,4422,H2O,,Reductant,
8672,4423,Ti-KIT-6,,Catalyst,
8673,4423,Ti,0.01,Dopant,
8674,4423,H2O,,Reductant,
8675,4424,Ti-KIT-6,,Catalyst,
8676,4424,Ti,0.01,Dopant,
8677,4424,H2O,,Reductant,
8678,4425,Ti-KIT-6,,Catalyst,
8679,4425,Ti,0.01,Dopant,
8680,4425,H2O,,Reductant,
8681,4426,Ti-KIT-6,,Catalyst,
8682,4426,Ti,0.01,Dopant,
8683,4426,H2O,,Reductant,
8684,4427,Ti-KIT-6,,Catalyst,
8685,4427,Ti,0.01,Dopant,
8686,4427,H2O,,Reductant,
8687,4428,Ti-KIT-6,,Catalyst,
8688,4428,Ti,0.01,Dopant,
8689,4428,H2O,,Reductant,
8690,4429,Ti-KIT-6,,Catalyst,
8691,4429,Ti,0.01,Dopant,
8692,4429,H2O,,Reductant,
8693,4430,Ti-KIT-6,,Catalyst,
8694,4430,Ti,0.01,Dopant,
8695,4430,H2O,,Reductant,
8696,4431,Ti-KIT-6,,Catalyst,
8697,4431,Ti,0.01,Dopant,
8698,4431,H2O,,Reductant,
8699,4432,Ti-KIT-6,,Catalyst,
8700,4432,Ti,0.01,Dopant,
8701,4432,H2O,,Reductant,
8702,4433,Ti-KIT-6,,Catalyst,
8703,4433,Ti,0.01,Dopant,
8704,4433,H2O,,Reductant,
8705,4434,Ti-KIT-6,,Catalyst,
8706,4434,Ti,0.01,Dopant,
8707,4434,H2O,,Reductant,
8708,4435,Ti-KIT-6,,Catalyst,
8709,4435,Ti,0.01,Dopant,
8710,4435,H2O,,Reductant,
8711,4436,Ti-KIT-6,,Catalyst,
8712,4436,Ti,0.01,Dopant,
8713,4436,H2O,,Reductant,
8714,4437,Ti-KIT-6,,Catalyst,
8715,4437,Ti,0.01,Dopant,
8716,4437,H2O,,Reductant,
8717,4438,Ti-KIT-6,,Catalyst,
8718,4438,Ti,0.01,Dopant,
8719,4438,H2O,,Reductant,
8720,4439,Ti-KIT-6,,Catalyst,
8721,4439,Ti,0.01,Dopant,
8722,4439,H2O,,Reductant,
8723,4440,Ti-KIT-6,,Catalyst,
8724,4440,Ti,0.01,Dopant,
8725,4440,H2O,,Reductant,
8726,4441,Ti-KIT-6,,Catalyst,
8727,4441,Ti,0.01,Dopant,
8728,4441,H2O,,Reductant,
8729,4442,Ti-KIT-6,,Catalyst,
8730,4442,Ti,0.01,Dopant,
8731,4442,H2O,,Reductant,
8732,4443,Ti-KIT-6,,Catalyst,
8733,4443,Ti,0.01,Dopant,
8734,4443,H2O,,Reductant,
8735,4444,Ti-KIT-6,,Catalyst,
8736,4444,Ti,0.01,Dopant,
8737,4444,H2O,,Reductant,
8738,4445,Ti-KIT-6,,Catalyst,
8739,4445,Ti,0.01,Dopant,
8740,4445,H2O,,Reductant,
8741,4446,Ti-KIT-6,,Catalyst,
8742,4446,Ti,0.01,Dopant,
8743,4446,H2O,,Reductant,
8744,4447,Ti-KIT-6,,Catalyst,
8745,4447,Ti,0.01,Dopant,
8746,4447,H2O,,Reductant,
8747,4448,Ti-KIT-6,,Catalyst,
8748,4448,Ti,0.01,Dopant,
8749,4448,H2O,,Reductant,
8750,4449,Ti-KIT-6,,Catalyst,
8751,4449,Ti,0.01,Dopant,
8752,4449,H2O,,Reductant,
8753,4450,Ti-KIT-6,,Catalyst,
8754,4450,Ti,0.01,Dopant,
8755,4450,H2O,,Reductant,
8756,4451,Ti-KIT-6,,Catalyst,
8757,4451,Ti,0.01,Dopant,
8758,4451,H2O,,Reductant,
8759,4452,Ti-KIT-6,,Catalyst,
8760,4452,Ti,0.01,Dopant,
8761,4452,H2O,,Reductant,
8762,4453,Ti-KIT-6,,Catalyst,
8763,4453,Ti,0.01,Dopant,
8764,4453,H2O,,Reductant,
8765,4454,Ti-KIT-6,,Catalyst,
8766,4454,Ti,0.01,Dopant,
8767,4454,H2O,,Reductant,
8768,4455,Ti-KIT-6,,Catalyst,
8769,4455,Ti,0.01,Dopant,
8770,4455,H2O,,Reductant,
8771,4456,Ti-KIT-6,,Catalyst,
8772,4456,Ti,0.01,Dopant,
8773,4456,H2O,,Reductant,
8774,4457,Ti-KIT-6,,Catalyst,
8775,4457,Ti,0.01,Dopant,
8776,4457,H2O,,Reductant,
8777,4458,Ti-KIT-6,,Catalyst,
8778,4458,Ti,0.01,Dopant,
8779,4458,H2O,,Reductant,
8780,4459,Ti-KIT-6,,Catalyst,
8781,4459,Ti,0.01,Dopant,
8782,4459,H2O,,Reductant,
8783,4460,Ti-KIT-6,,Catalyst,
8784,4460,Ti,0.01,Dopant,
8785,4460,H2O,,Reductant,
8786,4461,Ti-KIT-6,,Catalyst,
8787,4461,Ti,0.01,Dopant,
8788,4461,H2O,,Reductant,
8789,4462,Ti-KIT-6,,Catalyst,
8790,4462,Ti,0.01,Dopant,
8791,4462,H2O,,Reductant,
8792,4463,Ti-KIT-6,,Catalyst,
8793,4463,Ti,0.01,Dopant,
8794,4463,H2O,,Reductant,
8795,4464,Ti-KIT-6,,Catalyst,
8796,4464,Ti,0.01,Dopant,
8797,4464,H2O,,Reductant,
8798,4465,Ti-KIT-6,,Catalyst,
8799,4465,Ti,0.01,Dopant,
8800,4465,H2O,,Reductant,
8801,4466,Ti-KIT-6,,Catalyst,
8802,4466,Ti,0.01,Dopant,
8803,4466,H2O,,Reductant,
8804,4467,Ti-KIT-6,,Catalyst,
8805,4467,Ti,0.01,Dopant,
8806,4467,H2O,,Reductant,
8807,4468,Ti-KIT-6,,Catalyst,
8808,4468,Ti,0.01,Dopant,
8809,4468,H2O,,Reductant,
8810,4469,Ti-KIT-6,,Catalyst,
8811,4469,Ti,0.01,Dopant,
8812,4469,H2O,,Reductant,
8813,4470,Ti-KIT-6,,Catalyst,
8814,4470,Ti,0.01,Dopant,
8815,4470,H2O,,Reductant,
8816,4471,TiO2,,Catalyst,Anatase
8817,4471,La2O3,15,Co-catalyst,Anatase
8818,4471,CO2,,Reductant,Anatase
8819,4472,TiO2,,Catalyst,Anatase
8820,4472,La2O3,10,Co-catalyst,Anatase
8821,4472,CO2,,Reductant,Anatase
8822,4473,TiO2,,Catalyst,Anatase
8823,4473,La2O3,5,Co-catalyst,Anatase
8824,4473,CO2,,Reductant,Anatase
8825,4474,TiO2,,Catalyst,Anatase
8826,4474,La2O3,1,Co-catalyst,Anatase
8827,4474,CO2,,Reductant,Anatase
8828,4475,TiO2,,Catalyst,Anatase
8829,4475,La2O3,0.5,Co-catalyst,Anatase
8830,4475,CO2,,Reductant,Anatase
8831,4476,TiO2,,Catalyst,Anatase
8832,4476,CO2,,Reductant,Anatase
8833,4477,TiO2,,Catalyst,Brookite
8834,4477,SrCO3,15.16,Co-catalyst,Brookite
8835,4478,TiO2,,Catalyst,Brookite
8836,4478,SrCO3,6.67,Co-catalyst,Brookite
8837,4479,TiO2,,Catalyst,Brookite
8838,4479,SrCO3,1.75,Co-catalyst,Brookite
8839,4480,TiO2,,Catalyst,Brookite
8840,4480,SrCO3,0.71,Co-catalyst,Brookite
8841,4481,TiO2,,Catalyst,Brookite
8842,4481,SrCO3,0.36,Co-catalyst,Brookite
8843,4482,TiO2,,Catalyst,Brookite
8844,4482,BaCO3,2.41,Co-catalyst,Brookite
8845,4483,TiO2,,Catalyst,Brookite
8846,4484,TiO2,,Catalyst,Anatase
8847,4484,CdS,,Dopant,Anatase
8848,4485,TiO2,,Catalyst,Anatase
8849,4485,CdS,,Dopant,Anatase
8850,4486,TiO2,,Catalyst,Anatase
8851,4486,H2O,,Reductant,Anatase
8852,4487,TiO2,,Catalyst,Anatase
8853,4487,Cu,1,Co-catalyst,Anatase
8854,4487,H2O,,Reductant,Anatase
8855,4488,TiO2,,Catalyst,Anatase
8856,4488,H2O,,Reductant,Anatase
8857,4489,TiO2,,Catalyst,Anatase
8858,4489,Cu,1,Co-catalyst,Anatase
8859,4489,H2O,,Reductant,Anatase
8860,4490,TiO2,,Catalyst,Anatase
8861,4490,H2O,,Reductant,Anatase
8862,4491,TiO2,,Catalyst,Anatase
8863,4491,Cu,1,Co-catalyst,Anatase
8864,4491,H2O,,Reductant,Anatase
8865,4492,TiO2,,Catalyst,Anatase
8866,4492,H2O,,Reductant,Anatase
8867,4493,TiO2,,Catalyst,Anatase
8868,4493,Cu,1,Co-catalyst,Anatase
8869,4493,H2O,,Reductant,Anatase
8870,4494,TiO2,,Catalyst,Anatase
8871,4494,H2O,,Reductant,Anatase
8872,4495,TiO2,,Catalyst,Anatase
8873,4495,Cu,1,Co-catalyst,Anatase
8874,4495,H2O,,Reductant,Anatase
8875,4496,TiO2,,Catalyst,Anatase
8876,4497,TiO2,,Catalyst,Anatase
8877,4497,COK,,Support,Anatase
8878,4498,TiO2,,Catalyst,Anatase
8879,4498,Pt,0.13,Co-catalyst,Anatase
8880,4499,TiO2,,Catalyst,Anatase
8881,4499,Pt,0.58,Co-catalyst,Anatase
8882,4500,TiO2,,Catalyst,Anatase
8883,4500,Pt,2.39,Co-catalyst,Anatase
8884,4501,TiO2,,Catalyst,Anatase
8885,4501,Pt,0.13,Co-catalyst,Anatase
8886,4502,TiO2,,Catalyst,Anatase
8887,4502,Pt,0.58,Co-catalyst,Anatase
8888,4503,TiO2,,Catalyst,Anatase
8889,4503,Pt,2.39,Co-catalyst,Anatase
8890,4504,TiO2,,Catalyst,Anatase
8891,4504,Bi2WO6,,Co-catalyst,Anatase
8892,4504,H2O,,Reductant,Anatase
8893,4505,TiO2,,Catalyst,Anatase
8894,4505,Bi2WO6,,Co-catalyst,Anatase
8895,4505,H2O,,Reductant,Anatase
8896,4506,TiO2,,Catalyst,Anatase
8897,4506,H2O,,Reductant,Anatase
8898,4507,TiO2,,Catalyst,Anatase
8899,4507,H2O,,Reductant,Anatase
8900,4508,TiO2,,Catalyst,Anatase
8901,4508,H2O,,Reductant,Anatase
8902,4509,TiO2,,Catalyst,Anatase
8903,4509,H2O,,Reductant,Anatase
8904,4510,TiO2,,Catalyst,Anatase
8905,4510,Bi2WO6,,Co-catalyst,Anatase
8906,4510,H2O,,Reductant,Anatase
8907,4511,TiO2,,Catalyst,Anatase
8908,4511,H2O,,Reductant,Anatase
8909,4512,TiO2,,Catalyst,Anatase
8910,4512,Bi2WO6,,Co-catalyst,Anatase
8911,4512,H2O,,Reductant,Anatase
8912,4513,TiO2,,Catalyst,Anatase
8913,4513,Bi2WO6,,Co-catalyst,Anatase
8914,4513,H2O,,Reductant,Anatase
8915,4514,TiO2,,Catalyst,Mix
8916,4514,H2O,,Reductant,Mix
8917,4515,TiO2,,Catalyst,Mix
8918,4515,MoS2,1.0,Support,Mix
8919,4515,H2O,,Reductant,Mix
8920,4516,TiO2,,Catalyst,Mix
8921,4516,MoS2,5.0,Support,Mix
8922,4516,H2O,,Reductant,Mix
8923,4517,TiO2,,Catalyst,Mix
8924,4517,MoS2,7.5,Support,Mix
8925,4517,H2O,,Reductant,Mix
8926,4518,TiO2,,Catalyst,Mix
8927,4518,MoS2,10.0,Support,Mix
8928,4518,H2O,,Reductant,Mix
8929,4519,TiO2,,Catalyst,Mix
8930,4519,MoS2,15.0,Support,Mix
8931,4519,H2O,,Reductant,Mix
8932,4520,TiO2,,Catalyst,Mix
8933,4520,MoS2,25.0,Support,Mix
8934,4520,H2O,,Reductant,Mix
8935,4521,TiO2,,Catalyst,P25
8936,4521,WO3,,Dopant,P25
8937,4521,H2O,,Reductant,P25
8938,4522,TiO2,,Catalyst,P25
8939,4522,Pd,0.5,Co-catalyst,P25
8940,4522,Au,0.1,Co-catalyst,P25
8941,4522,WO3,,Dopant,P25
8942,4522,H2O,,Reductant,P25
8943,4523,TiO2,,Catalyst,P25
8944,4523,Pd,0.5,Co-catalyst,P25
8945,4523,Au,0.3,Co-catalyst,P25
8946,4523,WO3,,Dopant,P25
8947,4523,H2O,,Reductant,P25
8948,4524,TiO2,,Catalyst,P25
8949,4524,Pd,0.5,Co-catalyst,P25
8950,4524,Au,0.5,Co-catalyst,P25
8951,4524,WO3,,Dopant,P25
8952,4524,H2O,,Reductant,P25
8953,4525,TiO2,,Catalyst,P25
8954,4525,Au,0.5,Co-catalyst,P25
8955,4525,WO3,,Dopant,P25
8956,4525,H2O,,Reductant,P25
8957,4526,TiO2,,Catalyst,P25
8958,4526,Pd,0.5,Co-catalyst,P25
8959,4526,WO3,,Dopant,P25
8960,4526,H2O,,Reductant,P25
8961,4527,TiO2,,Catalyst,P25
8962,4528,TiO2,,Catalyst,Anatase
8963,4529,TiO2,,Catalyst,Anatase
8964,4529,ZnPyP,,Co-catalyst,Anatase
8965,4530,TiO2,,Catalyst,Anatase
8966,4530,Ru(BiPy)2Cl2,,Co-catalyst,Anatase
8967,4531,TiO2,,Catalyst,Anatase
8968,4531,ZnPyP,,Co-catalyst,Anatase
8969,4531,RuBiPy,,Co-catalyst,Anatase
8970,4532,TiO2,,Catalyst,Anatase
8971,4532,H2O,,Reductant,Anatase
8972,4533,TiO2,,Catalyst,Anatase
8973,4533,S,0.0,Dopant,Anatase
8974,4533,H2O,,Reductant,Anatase
8975,4534,TiO2,,Catalyst,Anatase
8976,4534,S,0.0,Dopant,Anatase
8977,4534,H2O,,Reductant,Anatase
8978,4535,TiO2,,Catalyst,Anatase
8979,4535,S,0.0,Dopant,Anatase
8980,4535,H2O,,Reductant,Anatase
8981,4536,TiO2,,Catalyst,Anatase
8982,4536,Carbon,,Dopant,Anatase
8983,4536,H2O,,Reductant,Anatase
8984,4537,TiO2,,Catalyst,Anatase
8985,4537,Carbon,,Dopant,Anatase
8986,4537,H2O,,Reductant,Anatase
8987,4538,TiO2,,Catalyst,Anatase
8988,4538,Carbon,,Dopant,Anatase
8989,4538,H2O,,Reductant,Anatase
8990,4539,TiO2,,Catalyst,Anatase
8991,4539,Carbon,,Dopant,Anatase
8992,4539,H2O,,Reductant,Anatase
8993,4540,TiO2,,Catalyst,Anatase
8994,4540,Carbon,,Dopant,Anatase
8995,4540,H2O,,Reductant,Anatase
8996,4541,TiO2,,Catalyst,Anatase
8997,4541,Carbon,,Dopant,Anatase
8998,4541,H2O,,Reductant,Anatase
8999,4542,TiO2,,Catalyst,Anatase
9000,4542,Carbon,,Dopant,Anatase
9001,4542,H2O,,Reductant,Anatase
9002,4543,TiO2,,Catalyst,Anatase
9003,4543,Carbon,,Dopant,Anatase
9004,4543,H2O,,Reductant,Anatase
9005,4544,TiO2,,Catalyst,Anatase
9006,4544,Carbon,,Dopant,Anatase
9007,4544,H2O,,Reductant,Anatase
9008,4545,TiO2,,Catalyst,Anatase
9009,4545,Carbon,,Dopant,Anatase
9010,4545,H2O,,Reductant,Anatase
9011,4546,TiO2,,Catalyst,P25
9012,4546,H2O,,Reductant,P25
9013,4547,TiO2,,Catalyst,P25
9014,4547,Cu,,Co-catalyst,P25
9015,4547,H2O,,Reductant,P25
9016,4548,TiO2,,Catalyst,P25
9017,4548,Cu,,Co-catalyst,P25
9018,4548,H2O,,Reductant,P25
9019,4549,TiO2,,Catalyst,P25
9020,4549,Cu,,Co-catalyst,P25
9021,4549,H2O,,Reductant,P25
9022,4550,TiO2,,Catalyst,P25
9023,4550,H2O,,Reductant,P25
9024,4551,TiO2,,Catalyst,P25
9025,4551,Cu,,Co-catalyst,P25
9026,4551,H2O,,Reductant,P25
9027,4552,TiO2,,Catalyst,P25
9028,4552,Cu,,Co-catalyst,P25
9029,4552,H2O,,Reductant,P25
9030,4553,TiO2,,Catalyst,P25
9031,4553,Cu,,Co-catalyst,P25
9032,4553,H2O,,Reductant,P25
9033,4554,TiO2,,Catalyst,Anatase
9034,4554,H2O,,Reductant,Anatase
9035,4555,TiO2,,Catalyst,Anatase
9036,4555,CuInS2,1.0,Dopant,Anatase
9037,4555,H2O,,Reductant,Anatase
9038,4556,TiO2,,Catalyst,Anatase
9039,4556,CuInS2,2.5,Dopant,Anatase
9040,4556,H2O,,Reductant,Anatase
9041,4557,TiO2,,Catalyst,Anatase
9042,4557,CuInS2,5.0,Dopant,Anatase
9043,4557,H2O,,Reductant,Anatase
9044,4558,TiO2,,Catalyst,Anatase
9045,4558,CuInS2,10.0,Dopant,Anatase
9046,4558,H2O,,Reductant,Anatase
9047,4559,TiO2,,Catalyst,Rutile
9048,4559,MgO,9.5,Co-catalyst,Rutile
9049,4559,Al2O3,3.61,Co-catalyst,Rutile
9050,4559,H2O,,Reductant,Rutile
9051,4560,TiO2,,Catalyst,Rutile
9052,4560,MgO,4.86,Co-catalyst,Rutile
9053,4560,Al2O3,1.82,Co-catalyst,Rutile
9054,4560,H2O,,Reductant,Rutile
9055,4561,TiO2,,Catalyst,Rutile
9056,4561,MgO,1.9,Co-catalyst,Rutile
9057,4561,Al2O3,0.73,Co-catalyst,Rutile
9058,4561,H2O,,Reductant,Rutile
9059,4562,TiO2,,Catalyst,Rutile
9060,4562,MgO,0.93,Co-catalyst,Rutile
9061,4562,Al2O3,0.37,Co-catalyst,Rutile
9062,4562,H2O,,Reductant,Rutile
9063,4563,TiO2,,Catalyst,Rutile
9064,4563,H2O,,Reductant,Rutile
9065,4564,TiO2,,Catalyst,P25
9066,4564,Carbon,,Dopant,P25
9067,4564,NaOH,,Reductant,P25
